sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
207411|Weiss, Shifra|Tsum morgndiḳn morgn geḳlibene lider|צום מארגנדיקן מארגן : געקליבענע לידער|Ṿenis, Ḳalifornye|Shifre Ṿays bukh-ḳomiṭeṭ,|1953|136|ווייס|שפרה|https://archive.org/details/nybc207411|nybc207411|http://www.archive.org/stream/nybc207411|http://www.archive.org/download/nybc207411/nybc207411.pdf
207413|Weisman, Nochem|Geḳlibine lider|געקליבענע לידער|Nyu-Yorḳ|Naḥum Ṿaysman bukh ḳomiṭeṭ,|1950|190|ווייסמאן|נחום|https://archive.org/details/nybc207413|nybc207413|http://www.archive.org/stream/nybc207413|http://www.archive.org/download/nybc207413/nybc207413.pdf
207414|Weisman, Nochem|Di balade fun Meʼir Leṿin|די באלאדע פון מאיר לעווין|Nyu Yorḳ|Naḥum Ṿaysman bukh ḳomiṭeṭ,|1944|80|ווייסמאן|נחום|https://archive.org/details/nybc207414|nybc207414|http://www.archive.org/stream/nybc207414|http://www.archive.org/download/nybc207414/nybc207414.pdf
207415|Weisman, Moshe|Fun nekhṭn un haynṭ|פון נעכטן און היינט|Onṭarye, Ḳalifornye|Prub aleyn,|1956|156|ווייסמאן|משה|https://archive.org/details/nybc207415|nybc207415|http://www.archive.org/stream/nybc207415|http://www.archive.org/download/nybc207415/nybc207415.pdf
207416|Weisman, Moshe|A halber yorhunderṭ in Ameriḳe zikhroynes̀|א האלבער יארהונדערט אין אמעריקע : זכרונות|Tel-Aviv|Farlag Y.L. Perets biblioṭeḳ,|1960|212|ווייסמאן|משה|https://archive.org/details/nybc207416|nybc207416|http://www.archive.org/stream/nybc207416|http://www.archive.org/download/nybc207416/nybc207416.pdf
207417|Wiseman, Shloime|Dos ṿorṭ liṭerarishe khresṭomaṭye in dray ṭeyl|דאס וואר : ליטערארישע כרעסטאמאטיע אין דריי טיילן|Nyu Yorḳ|Idishe folḳsshuln fun Idish-natsyonaln arbeṭer farband un Poyle-Tsien,|1931||ווייסמאן|שלמה|https://archive.org/details/nybc207417|nybc207417|http://www.archive.org/stream/nybc207417|http://www.archive.org/download/nybc207417/nybc207417.pdf
207427|Weinstein, Berish|In Daṿid ha-meylekhs giṭer poeme|אין דוד המלכס גיטער : פאעמע|Tel-Aviv|Y.L. Perets,|1960|225|וויינשטיין|בעריש|https://archive.org/details/nybc207427|nybc207427|http://www.archive.org/stream/nybc207427|http://www.archive.org/download/nybc207427/nybc207427.pdf
207429|Weinstein, Berish|Brukhṿarg|ברוכווארג|Nyu Yorḳ|Farlag Ḥaverim-Ḳomiṭeṭ,|1936|95|וויינשטיין|בעריש|https://archive.org/details/nybc207429|nybc207429|http://www.archive.org/stream/nybc207429|http://www.archive.org/download/nybc207429/nybc207429.pdf
207430|Weissenberg, Isaac Meir|A shṭedṭil|א שטעדטיל|Ṿarshe|Ferlag Progres,||76|ווייסענבערג|א. מ|https://archive.org/details/nybc207430|nybc207430|http://www.archive.org/stream/nybc207430|http://www.archive.org/download/nybc207430/nybc207430.pdf
207431|Weitz, A.|Der ḳarshnboym noṿeln|דער קארשנבוים : נאוועלן|Pariz|Alṿ. Yidisher Ḳulṭur-ḳongres in Franḳraykh,|1961|59|ווייץ|אברהם|https://archive.org/details/nybc207431|nybc207431|http://www.archive.org/stream/nybc207431|http://www.archive.org/download/nybc207431/nybc207431.pdf
207432|Weitz, A.|A nayer ṭog geyṭ oyf noṿeln|א נייער טאג גייט אויף : נאוועלן|Pariz|Farlag Oyfsnay,|1952|202|ווייץ|אברהם|https://archive.org/details/nybc207432|nybc207432|http://www.archive.org/stream/nybc207432|http://www.archive.org/download/nybc207432/nybc207432.pdf
207433|Weitz, A.|Di letsṭe geṭo|די לעצטע געטא|Buenos Ayres|Yidbukh,|1961|347|ווייץ|אברהם|https://archive.org/details/nybc207433|nybc207433|http://www.archive.org/stream/nybc207433|http://www.archive.org/download/nybc207433/nybc207433.pdf
207434|Weitz, A.|Der bahalṭener Yid|דער באהאלטענער ייד|Pariz|""Arbeṭer-heym"",|1954||ווייץ|אברהם|https://archive.org/details/nybc207434|nybc207434|http://www.archive.org/stream/nybc207434|http://www.archive.org/download/nybc207434/nybc207434.pdf
207435|Weitz, A.|Oysyes̀ in bluṭ dertseylungen|אותיות אין בלוט|Pariz|Oyfsnay,|1948|271|ווייץ|אברהם|https://archive.org/details/nybc207435|nybc207435|http://www.archive.org/stream/nybc207435|http://www.archive.org/download/nybc207435/nybc207435.pdf
207437|Vilenska, Esther|Sotsialisṭisher inṭernatsyonal un ḳominṭern 1889-1923|סאציאליסטישער אינטערנאציאנאל און קאמינטערן : 1923-1889|Tel-Aviv|Y. L. Perets,|1975|152|ווילענסקא|אסטר|https://archive.org/details/nybc207437|nybc207437|http://www.archive.org/stream/nybc207437|http://www.archive.org/download/nybc207437/nybc207437.pdf
207438||Ṿilne a zamelbukh geṿidmeṭ der shṭoṭ Ṿilne|ווילנע : א זאמעלבוך געווידמעט דער שטאט ווילנע|Nyu Yorḳ|Ṿilner 367 Brenṭsh Arbeyṭer Ring,|1935||||https://archive.org/details/nybc207438|nybc207438|http://www.archive.org/stream/nybc207438|http://www.archive.org/download/nybc207438/nybc207438.pdf
207439|Weitz, Joseph|Menṭsh un landshafṭ in Yiśroel|מענטש און לאנדשאפט אין ישראל|Buenos-Ayres|Ḳiyum,|1959|341|ווייץ|יוסף|https://archive.org/details/nybc207439|nybc207439|http://www.archive.org/stream/nybc207439|http://www.archive.org/download/nybc207439/nybc207439.pdf
207440|Vilenska, Esther|Der groyser poyerim-oyfshṭand in Dayṭshland forgeyer fun sotsyale reṿolutsyes|דער גרויסער פויערים-אויפשטאנד אין דייטשלאנד|Tel-Aviv|[s.n.],|1972|157|ווילענסקא|אסתר|https://archive.org/details/nybc207440|nybc207440|http://www.archive.org/stream/nybc207440|http://www.archive.org/download/nybc207440/nybc207440.pdf
207441|Weissenberg, Isaac Meir|Ḳine un tayṿe un andere ertsehlungen|קנאה און תאוה : און אנדערע קרצעהלונגען|Ṿarshe ; Nyu-Yorḳ|Progres,|1911|174|ווייסענבערג|א. מ|https://archive.org/details/nybc207441|nybc207441|http://www.archive.org/stream/nybc207441|http://www.archive.org/download/nybc207441/nybc207441.pdf
207442|Weissenberg, Isaac Meir|Shrifṭen|שריפטען|Ṿarsha|Ṿelṭ-biblioṭeḳ,||78|וויסענבערג|א. מ|https://archive.org/details/nybc207442|nybc207442|http://www.archive.org/stream/nybc207442|http://www.archive.org/download/nybc207442/nybc207442.pdf
207443|Weissenberg, Isaac Meir|Geḳlibene ṿerḳ|געקליבענע ווערק|Ṿarshe|Farlag Ḳulṭur-lige,|1930||ווייסענבערג|י. מ|https://archive.org/details/nybc207443|nybc207443|http://www.archive.org/stream/nybc207443|http://www.archive.org/download/nybc207443/nybc207443.pdf
207444|Weissenberg, Isaac Meir|Geḳlibene ṿerḳ|געקליבענע ווערק|Ṭshiḳago|Aroysgegebn fun Yitsḥak Meʼir Ṿaysnberg-ḳomiṭeṭ durkh di Zshelekhoṿer landsleyṭ iber der ṿelṭ,|1959||וויסנבערג|י. מ|https://archive.org/details/nybc207444|nybc207444|http://www.archive.org/stream/nybc207444|http://www.archive.org/download/nybc207444/nybc207444.pdf
207445|Weissenberg, Isaac Meir|Gezamelṭe shrifṭen|געזאמעלטע שריפטען|Nyu-Yorḳ|Liṭerarisher ferlag,|1919||ווייסענבערג|א. מ|https://archive.org/details/nybc207445|nybc207445|http://www.archive.org/stream/nybc207445|http://www.archive.org/download/nybc207445/nybc207445.pdf
207446|Weissenberg, Isaac Meir|Geḳlibene shrifṭn|געקליבענע שריפטן|Ṿarshe|Yidish bukh,|1950|207|ווייסענבעג|י. מ|https://archive.org/details/nybc207446|nybc207446|http://www.archive.org/stream/nybc207446|http://www.archive.org/download/nybc207446/nybc207446.pdf
207447|Vilenḳin, L.|Gerangl|געראנגל|Yerushalayim|[o. fg.],|||ווילענקין|לייזער|https://archive.org/details/nybc207447|nybc207447|http://www.archive.org/stream/nybc207447|http://www.archive.org/download/nybc207447/nybc207447.pdf
207452|Winchevsky, Morris|Gezamlṭe ṿerḳ|געזאמלטע ווערק|Nyu Yorḳ|Frayhayṭ,|1928|1|ווינטשעווסקי|מאריס|https://archive.org/details/nybc207452|nybc207452|http://www.archive.org/stream/nybc207452|http://www.archive.org/download/nybc207452/nybc207452.pdf
207463|Winchevsky, Morris|Dramatishe ṿerk̦|דראמאטישע ווערק|Nyu Yorḳ|Forṿerṭs,|1920|299|ווינטשעווסקי|מארריס|https://archive.org/details/nybc207463|nybc207463|http://www.archive.org/stream/nybc207463|http://www.archive.org/download/nybc207463/nybc207463.pdf
207464|Winchevsky, Morris|Der meshugener filozof in England tsushlogene gedanḳen, bilder, ṿerṭer un ḥḳires̀ ; dem filozof's lebens-geshikhṭe|דער משוגענער פילאזאף אין ענגלאנד : צושלאגענע געדאנקען, בילדער, ווערטער און חקירות  דעם פיאזאף'ס לעבענס-געשיכטע|Nyu Yorḳ|Forṿerṭs,|1920||ווינטשעווסקי|מארריס|https://archive.org/details/nybc207464|nybc207464|http://www.archive.org/stream/nybc207464|http://www.archive.org/download/nybc207464/nybc207464.pdf
207467|Wiener, Samuel Ber|Ṿegṿayzer far doyres̀ eseyen|וועגווייזער פאר דורות : עסייען|Nyu-Yorḳ|Iḳuf,|1971|216|ווינער|שמואל|https://archive.org/details/nybc207467|nybc207467|http://www.archive.org/stream/nybc207467|http://www.archive.org/download/nybc207467/nybc207467.pdf
207468|Victor, Ab.|Ikh ze land lider un poemes 1921-1942|איך זע לאנד : לידער און פאעמעס 1942-1921|New York|Iḳor,|1942|159|וויקטאר|אב|https://archive.org/details/nybc207468|nybc207468|http://www.archive.org/stream/nybc207468|http://www.archive.org/download/nybc207468/nybc207468.pdf
207469|Mishulow, A. B.|Ṿegetarishe ḳokh bukh ratsyonale nahrung|וועגעטארישע קאך בוך : ראציאנאלע נאהרונג|New York|The Better Health and Correct Eating Institute,|1926|223|מישולאוו|א.ב|https://archive.org/details/nybc207469|nybc207469|http://www.archive.org/stream/nybc207469|http://www.archive.org/download/nybc207469/nybc207469.pdf
207471|Lipson, Mordekhai|Di ṿelṭ dertseylṭ mayselekh un ṿerṭlakh...|די וועלט דערציילט : מעשות, ווערטלאך, הנהגות און מדות פון אנשי-שם ביי אידן|Nyu-Yorḳ|Doyres̀,|1928|2|ליפסאן|מ|https://archive.org/details/nybc207471|nybc207471|http://www.archive.org/stream/nybc207471|http://www.archive.org/download/nybc207471/nybc207471.pdf
207474|Wiernik, Jankiel.|A yor in Ṭreblinḳe|א יאר אין טרעבלינקע|Nyu-Yorḳ|Unzer tsayṭ,|1944|61|ווערניק|יאנקעל|https://archive.org/details/nybc207474|nybc207474|http://www.archive.org/stream/nybc207474|http://www.archive.org/download/nybc207474/nybc207474.pdf
207475|Wiernik, Peter|Geshikhṭe fun di Iden in Ameriḳa fun di peryode ṿen di naye ṿelṭ iz enṭdeḳṭ geṿoren biz haynṭige tsayṭ|געשיכטע פון דיא אידען אין אמעריקא : פון דיא פעריאדע ווען דיא נייע וועלט איז ענטדעקט געווארן ביז היינטיגע צייט|New York|Jewish Press Pub. Co.,|1914||וויערניק|פ|https://archive.org/details/nybc207475|nybc207475|http://www.archive.org/stream/nybc207475|http://www.archive.org/download/nybc207475/nybc207475.pdf
207476|Wells, H. G.|Ṿelṭ-geshikhṭe|וועלט-געשיכטע|Ṿilne|Ṿilner farlag fun B. Ḳletsḳin,|1930||וועלס|הערנערט|https://archive.org/details/nybc207476|nybc207476|http://www.archive.org/stream/nybc207476|http://www.archive.org/download/nybc207476/nybc207476.pdf
207485|Weltman, Meyer.|In shpigel folḳsṭimlikhe lirishe lider|אין שפיגעל : פאלקסטימליכע לירישע לידער|Brooklyn, N.Y.|M. Ṿeltman,|||וועלטמאן|מאיר|https://archive.org/details/nybc207485|nybc207485|http://www.archive.org/stream/nybc207485|http://www.archive.org/download/nybc207485/nybc207485.pdf
207486||Ṿilner zamlbukh / Ma'asef Ṿilna|ווילנער זאמלבוך / מאסף וילנה|Tel Aviv|Farband fun Ṿilner un ungegnṭ in Tel-Aviv,|1974|140|||https://archive.org/details/nybc207486|nybc207486|http://www.archive.org/stream/nybc207486|http://www.archive.org/download/nybc207486/nybc207486.pdf
207488|Wendroff, Zalman|Undzer gas dertseylungen|אונדזער גאס : דערציילונגען|Mosḳṿe|Soṿeṭsḳi pisaṭel,|1967|557|ווענדראף|ז|https://archive.org/details/nybc207488|nybc207488|http://www.archive.org/stream/nybc207488|http://www.archive.org/download/nybc207488/nybc207488.pdf
207489|Wendroff, Zalman|Beḳanṭe parshoynen|בעקאנטע פארשוינען|Ṿilna|Yehuriah,|1912||ווענדראף|ז|https://archive.org/details/nybc207489|nybc207489|http://www.archive.org/stream/nybc207489|http://www.archive.org/download/nybc207489/nybc207489.pdf
207490|Weprinsky, Roshelle.|Nakhṭ fayern|נאכט פייערן|Tel Aviv|Y.L.Perets,|1976|55|וועפרינסקי|ראשעל|https://archive.org/details/nybc207490|nybc207490|http://www.archive.org/stream/nybc207490|http://www.archive.org/download/nybc207490/nybc207490.pdf
207491|Verblun, Elie|Mayses̀ fun Monṭiṿideo laykhṭe proze|מעשיות פון מאנטעווידעא : לייכטע פראזע|Montevideo|B. Rezniḳoṿiṭsh,|1959|139|ווערבלון|עליע|https://archive.org/details/nybc207491|nybc207491|http://www.archive.org/stream/nybc207491|http://www.archive.org/download/nybc207491/nybc207491.pdf
207492|Werber, Shyfra.|Ṿund in bli lider|וונד אין בלי|Tel-Aviv|Y. L. Perets,||94|ווערבער|שפרה|https://archive.org/details/nybc207492|nybc207492|http://www.archive.org/stream/nybc207492|http://www.archive.org/download/nybc207492/nybc207492.pdf
207493|Ṿergelis, Arn.|Oyg oyf oyg lider un poemes|איוג אויף אויג : לידער און פאעמעס|New York|Iḳuf,|1969|329|ווערגעליס|אהרן|https://archive.org/details/nybc207493|nybc207493|http://www.archive.org/stream/nybc207493|http://www.archive.org/download/nybc207493/nybc207493.pdf
207494|Wendroff, Zalman|Humoresḳen un ertsehlungen|הומארעסקען און ערצעהלונגען|Ṿarsha|B. Shimin,|||ווענדראף|ז|https://archive.org/details/nybc207494|nybc207494|http://www.archive.org/stream/nybc207494|http://www.archive.org/download/nybc207494/nybc207494.pdf
207495|Weprinsky, Roshelle.|Tsum eyntsiḳn shṭern|צום איינציקן שטערן|Tel-Aviv|Farlag Y.L. Perets,|||וועפרינסקי|ראשעל|https://archive.org/details/nybc207495|nybc207495|http://www.archive.org/stream/nybc207495|http://www.archive.org/download/nybc207495/nybc207495.pdf
207498|Weprinsky, Roshelle.|Ruf fun fligl|רוף פון פליגל|Nyu Yorḳ|[o. fg.],|1926|60|וועפרינסקי|ראשעל|https://archive.org/details/nybc207498|nybc207498|http://www.archive.org/stream/nybc207498|http://www.archive.org/download/nybc207498/nybc207498.pdf
207499|Verblun, Elie|Alemens ṿelṭ 101 lider|אלעמאנס וועלט : 101 לידער|Monṭeṿideo|Aroysgegebn fun Yidishn shrayber un zshurnalisṭn fareyn in Urugṿay,|1957|126|ווערבלון|עליע|https://archive.org/details/nybc207499|nybc207499|http://www.archive.org/stream/nybc207499|http://www.archive.org/download/nybc207499/nybc207499.pdf
207500|Verne, Jules|Geṿehlṭe ṿerḳ|געוועהלטע ווערק|Nyu Yorḳ|Hibru poblishing ḳompani,||12|ווערן|זשול|https://archive.org/details/nybc207500|nybc207500|http://www.archive.org/stream/nybc207500|http://www.archive.org/download/nybc207500/nybc207500.pdf
207512|Verne, Jules|A rayze arum di ṿelṭ in 80 ṭeg a inṭeresanṭe, antsyehende und belehrende rayze ...|א רייזע ארון דיא וועלט אין 80 טעג : א אינטערעסאנטע, אנציעהענדע אונד בעלעהרענדע רייזע ..|Nyu-Yorḳ|Hibru poblishing ḳompani,||302|ווערן|זשול|https://archive.org/details/nybc207512|nybc207512|http://www.archive.org/stream/nybc207512|http://www.archive.org/download/nybc207512/nybc207512.pdf
207513|Zabludovsky, David.|Fargangene yorn zikhroynes̀|פארגאנגענע יארן : זכרונות|Meḳsiḳe|Yidish loshn,|1969|399|זאלודאווסקי|דוד|https://archive.org/details/nybc207513|nybc207513|http://www.archive.org/stream/nybc207513|http://www.archive.org/download/nybc207513/nybc207513.pdf
207514|Villa, Eugenio.|Naye ṿegn|נייע וועגן|Buenos Ayres|Saʼadya,||103|וילה|חיים יעקב|https://archive.org/details/nybc207514|nybc207514|http://www.archive.org/stream/nybc207514|http://www.archive.org/download/nybc207514/nybc207514.pdf
207515|Zola, Emile|Geṿehlṭe ṿerḳ|געוועהלטע ווערק|Nyu Yorḳ|Hibru poblishing ḳompani,|||זאלא|עמיל|https://archive.org/details/nybc207515|nybc207515|http://www.archive.org/stream/nybc207515|http://www.archive.org/download/nybc207515/nybc207515.pdf
207520|Zacher, Avrom Shmuel.|Idishe geshikhṭe in ṭoyznṭ fragn un enṭfers far shul un folḳ fun di elṭsṭe tsayṭn biz unzer tsayṭ|אידישע געשיכטע אין 1000 פראגן און ענטפערס פאר שול און פאלק : פון די עלטסטע צייטן ביז אונזער צייט|Montreal|[o.fg.],|1938|120|זאכער|א. ש|https://archive.org/details/nybc207520|nybc207520|http://www.archive.org/stream/nybc207520|http://www.archive.org/download/nybc207520/nybc207520.pdf
207521|Zola, Emile|Tsṿeyfisiḳe ḥaye|צוויפיסיקע חיה|Ṿarshe|Ḳulṭur-lige ; Di ṿelṭ,|1927|554|זאלא|עמיל|https://archive.org/details/nybc207521|nybc207521|http://www.archive.org/stream/nybc207521|http://www.archive.org/download/nybc207521/nybc207521.pdf
207522|Zola, Emile|Di tsṿey-fisige ḥaye|דיא צוויי-פיסיעגע חיה|New York|Forṿerṭs,|1911|554|זאלא|עמיל|https://archive.org/details/nybc207522|nybc207522|http://www.archive.org/stream/nybc207522|http://www.archive.org/download/nybc207522/nybc207522.pdf
207523|Salzman, Mojshe.|Un men hoṭ mikh rehabiliṭịrṭ iber-lebungen fun a Yidishn Ḳomunisṭ in di Sṭalinishe tfises̀ un lagern|און מען האט מיר רעהביליטירט : איבערלעבונגען פון א יידישן קאמוניסט אין די סטאלינישע תפיסות און לאגערן|Tel-Aviv|Yiśraʼel-bukh,|1970|315|זאלצמאן|משה|https://archive.org/details/nybc207523|nybc207523|http://www.archive.org/stream/nybc207523|http://www.archive.org/download/nybc207523/nybc207523.pdf
207524|Zolf, Falek|Di letsṭe fun a dor heymishe geshṭalṭn|די לעצטע פון א דור : היימישע געשטאלטן|Ṿinipeg|[s.n.],|1952|339|זאלף|פאליק|https://archive.org/details/nybc207524|nybc207524|http://www.archive.org/stream/nybc207524|http://www.archive.org/download/nybc207524/nybc207524.pdf
207525|Zolf, Falek|Undzer ḳulṭur hemshekh eseyen|אונדזער קולטור המשך : עסייען|Ṿinipeg, Ḳanade|[o. fg.],|1956|221|זאלף|פאליק|https://archive.org/details/nybc207525|nybc207525|http://www.archive.org/stream/nybc207525|http://www.archive.org/download/nybc207525/nybc207525.pdf
207526|Zandberg, Shaye|Funḳen in der nakhṭ|פונקען אין דער נאכט|[Tel-Aviv|Oyfḳum,||186|זאנדבערג|ישעיה|https://archive.org/details/nybc207526|nybc207526|http://www.archive.org/stream/nybc207526|http://www.archive.org/download/nybc207526/nybc207526.pdf
207527|Zangwill, Israel|Ṭroymers fun'm geṭo|טרוימערס פונ'ם געטא|Nyu Yorḳ|M. Yanḳoṿiṭsh,|1929||זאנגוויל|ישראל|https://archive.org/details/nybc207527|nybc207527|http://www.archive.org/stream/nybc207527|http://www.archive.org/download/nybc207527/nybc207527.pdf
207530|Shatzky, Jacob|Zamlbukh likhvoyd dem tsṿey hunderṭ un fuftsiḳsṭn yoyvl fun der Yidisher prese : 1686-1936|זאמלבוך : לככוד דעם צוויי הונדערט און פופציקסטן יובל פון דער יידישער פרעסע 1936-1686|Nyu-Yorḳ|Aroysgegebn fun amopṭeyl fun Yidishn ṿisnshafṭlekhn insṭiṭuṭ,|1937|334|שאצקי|יעקב|https://archive.org/details/nybc207530|nybc207530|http://www.archive.org/stream/nybc207530|http://www.archive.org/download/nybc207530/nybc207530.pdf
207532|Zametkin, Adella Kean.|Der froys handbukh|דער פרויס האנדבוך|New York|Aroysgegeben fun farfeser,|1930|648|זאמעטקין|אדעלא קיען|https://archive.org/details/nybc207532|nybc207532|http://www.archive.org/stream/nybc207532|http://www.archive.org/download/nybc207532/nybc207532.pdf
207533|Zola, Emile|Parizsh|פאריזש|Ṿarsha|Progres,|1898|288|זאלא|עמיל|https://archive.org/details/nybc207533|nybc207533|http://www.archive.org/stream/nybc207533|http://www.archive.org/download/nybc207533/nybc207533.pdf
207534|Solotaroff, Hillel|Geḳlibene shrifṭen|געקליבענע שריפטען|New York|Dr. H. Solotaroff Publication Committee,|1924||זאלאטאראוו|הלל|https://archive.org/details/nybc207534|nybc207534|http://www.archive.org/stream/nybc207534|http://www.archive.org/download/nybc207534/nybc207534.pdf
207537|Vipper, R.|Lernbukh fun der alṭer geshikhṭe|לערנבוך פון דער אלטער געשיכטע|Berlin|Ṿosṭoḳ,|1923|265|וויפער|ר|https://archive.org/details/nybc207537|nybc207537|http://www.archive.org/stream/nybc207537|http://www.archive.org/download/nybc207537/nybc207537.pdf
207538|Zaludkowski, Elias.|Ḳulṭur-ṭreger fun der Idisher liṭurgye hisṭorish-biografisher iberbliḳ iber ḥazones̀, ḥazonim un dirizsharn|קולטור-טרעגער פון דער ידישער ליטורגיע : היסטאריש-ביאגראפישער איבערבליק איבער חזנות, חזנים און דיריזשארן|Detroit|[s.n.],|1930|351|זאלודקאווסקי|אליהו|https://archive.org/details/nybc207538|nybc207538|http://www.archive.org/stream/nybc207538|http://www.archive.org/download/nybc207538/nybc207538.pdf
207539|Zola, Emile|Froyen-liebe a shilderung oys der ḳomune-tsayṭ in Franḳraykh|פרויען-ליעבע : א שילדערונג אויס דער קאמונע-צייט אין פראנקרייך|Nyu Yorḳ|Meʼir Ḥinsḳi,||91|זאלא|עמיל|https://archive.org/details/nybc207539|nybc207539|http://www.archive.org/stream/nybc207539|http://www.archive.org/download/nybc207539/nybc207539.pdf
207540|Gordin, Jacob|Mirele Efros̀ dia Idishe kenigin Lyer ; a lebensbild in 4 aḳṭen|מירעלע אפרת : דיא אידישע קעניגין ליער ; א לעבענסבילד אין 4 אקטען|[S. l.|s. n.],|1911|85|גארדין|יעקב|https://archive.org/details/nybc207540|nybc207540|http://www.archive.org/stream/nybc207540|http://www.archive.org/download/nybc207540/nybc207540.pdf
207541|Bialostocki, Israel.|Der ratsyonalizaṭor Elye Ṿishniaḳ|דער ראציאנאליזאטאר עליע ווישניאק|Ṿarshe|Yidish Bukh,|1956|77|ביאלאסטאצקי|ישראל|https://archive.org/details/nybc207541|nybc207541|http://www.archive.org/stream/nybc207541|http://www.archive.org/download/nybc207541/nybc207541.pdf
207542|Sachs, Abraham Simchah|Di grund-printsipen fun poliṭisher eḳonomye a ḳurs leḳtsyes gegeben in der Idishe folḳs-uniṿerziṭeṭ durkh ḳorrespondents|די גרונד-פרינציפען פון פאליטישער עקאנאמיע : א קורס לעקציעס געגעבען אין דער אידישער פאלקס-אונווערזיטעט דורך קאררעספאנדענץ|Nyu Yorḳ|Liṭerarisher ferlag,|1914||זאקס|א. ש|https://archive.org/details/nybc207542|nybc207542|http://www.archive.org/stream/nybc207542|http://www.archive.org/download/nybc207542/nybc207542.pdf
207546|Sachs, Abraham Simchah|Di Parizer ḳomune geshikhṭe fun der ershṭer regirung fun der proleṭarisher reṿolutsye|די פאריזער קאמונע : געשיכטע פון דער ערשטער רעגירונג פון דער פראלעטארישער רעוואלוציע|Nyu Yorḳ|Aroysgegeben fun der Marḳs liṭeraṭur gezelshafṭ un Farlag ""Naye ṿelṭ"",|1921|207|זאקס|א. ש|https://archive.org/details/nybc207546|nybc207546|http://www.archive.org/stream/nybc207546|http://www.archive.org/download/nybc207546/nybc207546.pdf
207547|Sachs, Abraham Simchah|Ḥorevʹe ṿelṭen|חרוב'ע וועלטען|Nyu-Yorḳ|Liṭerarisher ferlag,|1917|254|זאקס|א. ש|https://archive.org/details/nybc207547|nybc207547|http://www.archive.org/stream/nybc207547|http://www.archive.org/download/nybc207547/nybc207547.pdf
207548|Sachs, Abraham Simchah|Ḥorevʹe ṿelṭen|חרוב'ע וועלטען|Nyu-Yorḳ|Hibru Pob. Ḳo.,||313|זאקס|א. ש|https://archive.org/details/nybc207548|nybc207548|http://www.archive.org/stream/nybc207548|http://www.archive.org/download/nybc207548/nybc207548.pdf
207550|Zaḳ, Avraham|In umru fun yorn|אין אומרו פון יארן|Buenos-Ayres|Yidbukh,|1954|388|זאק|אברהם|https://archive.org/details/nybc207550|nybc207550|http://www.archive.org/stream/nybc207550|http://www.archive.org/download/nybc207550/nybc207550.pdf
207551|Zaḳ, Avraham|Fun heysn ash lider un poemes|פון הייסן אש : לידער און פאעמעס|Buenos Ayres|Yidisher ṿisnshafṭlekher insṭiṭuṭ-Yiṿo,|1967|155|זאק|אברהם|https://archive.org/details/nybc207551|nybc207551|http://www.archive.org/stream/nybc207551|http://www.archive.org/download/nybc207551/nybc207551.pdf
207552|Zaḳ, Avraham|Fun ale na-ṿenadn|פון אלע נע-ונדן|Buenos Ayres|Ḳulṭur ḳongres,|1955|142|זאק|אברהם|https://archive.org/details/nybc207552|nybc207552|http://www.archive.org/stream/nybc207552|http://www.archive.org/download/nybc207552/nybc207552.pdf
207553|Zaḳ, Avraham|Oyf ṿegn fun goyrl dertseylungen|אויף וועגן פון גורל : דערציילונגען|Buenos-Ayres|Tsenṭral Farband fun Poylishe Yidn in Argenṭine,|1964|220|זאק|אברהם|https://archive.org/details/nybc207553|nybc207553|http://www.archive.org/stream/nybc207553|http://www.archive.org/download/nybc207553/nybc207553.pdf
207554|Zaḳ, Avraham|Tsṿishn shoṭns dertseylungen|צווישן שאטנס : דערציילונגען|Pariz|Aroysgegebn miṭ der hilf fun der ḳulṭur-opṭeylung baym Dzshoynṭ in Franḳraykh,|1950|158|זאק|אברהם|https://archive.org/details/nybc207554|nybc207554|http://www.archive.org/stream/nybc207554|http://www.archive.org/download/nybc207554/nybc207554.pdf
207555|Zaḳ, Avraham|Geṿen a Yidish Poyln eseyen un dermanungen|געווען א יידיש פוילן : עסייען און דערמנונגען|Buenos-Ayres|Aroysgegebn fun Farband fun sheyres̀ hapleyṭe in Argenṭine,|1968|279|זאק|אברהם|https://archive.org/details/nybc207555|nybc207555|http://www.archive.org/stream/nybc207555|http://www.archive.org/download/nybc207555/nybc207555.pdf
207556|Zaḳ, Avraham|In ḳenigraykh fun Yidishn ṿorṭ eseyen un dermonungen|אין קיניגרייך פון יידישן ווארט : עסייען און דערמאנונגען|Buenos Ayres|Yiṿo,|1966|237|זאק|אברהם|https://archive.org/details/nybc207556|nybc207556|http://www.archive.org/stream/nybc207556|http://www.archive.org/download/nybc207556/nybc207556.pdf
207557|Zaḳ, Avraham|In opshayn fun doyres̀ eseyen un dermanungen|אין אפשיין פון דורות : עסייען און דערמאנונגען|Buenos-Ayres|Alṿelṭlekher Yidisher ḳulṭur-ḳongres opṭeyl in Argenṭine,|1973|289|זאק|אברהם|https://archive.org/details/nybc207557|nybc207557|http://www.archive.org/stream/nybc207557|http://www.archive.org/download/nybc207557/nybc207557.pdf
