sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
211578|Gets, Menaḥem.|Be-darkhe avotenu = In di ṿegn fun unzere elṭern : der lebn un shafn fun di heylige Tnoim un Amoyroim ...|בדרכי אביתינו = אין די וועגן פון אונזערע עלטערן : דער לעבן און שאפן פון די הייליגע תנאים און אמוראים ..|Yerusholayim|[Orayta], 739-742,|||גץ|מנכם|https://archive.org/details/nybc211578|nybc211578|http://www.archive.org/stream/nybc211578|http://www.archive.org/download/nybc211578/nybc211578.pdf
212424|Tolchin, Morris|Dem ṿinṭ anṭḳegn|דעם ווינט אנטקעגן|Shiḳage|M. Tseshinsḳi, [1940]||87|טאלטשין|משה|https://archive.org/details/nybc212424|nybc212424|http://www.archive.org/stream/nybc212424|http://www.archive.org/download/nybc212424/nybc212424.pdf
201638|Sholem Aleichem|Der zeyger|דער זייגער|Paris|Farband fun Yidishe ḳulṭur-gezelshafṭn in Franḳraykh,|1947|20|שלום עליכם||https://archive.org/details/derzeyger00shol|derzeyger00shol|http://www.archive.org/stream/derzeyger00shol|http://www.archive.org/download/derzeyger00shol/derzeyger00shol.pdf
211422||Di Arbeṭer shul : lernbukh farn tsṿeyṭn lernyor|די ארבעטער שול : לערנבוך פארן צווייטן לערניאר|New York|Inṭernatsyonaler arbeṭer ordn,|1933|158|||https://archive.org/details/nybc211422|nybc211422|http://www.archive.org/stream/nybc211422|http://www.archive.org/download/nybc211422/nybc211422.pdf
212470|Chofshi, Nathan.|Di andere shṭim fun Erets-Yiʼsroel : zamlung fun eseyen un arṭiḳlen|די אנדערע שטים פון ארץ-ישראל : זאמלונג פון עסייען און ארטיקלען|Nyu-Yorḳ|Farlag-ḳomiṭeṭ Di andere shṭim fun Erets Yiʼsroel,|1952|70|חפשי|נתן|https://archive.org/details/nybc212470|nybc212470|http://www.archive.org/stream/nybc212470|http://www.archive.org/download/nybc212470/nybc212470.pdf
212457|Frischmann, David|Shrifṭen|שריפטען|Ṿarshe ; Nyu-Yorḳ|Progres,|1911||פרישמאן|דוד|https://archive.org/details/nybc212457|nybc212457|http://www.archive.org/stream/nybc212457|http://www.archive.org/download/nybc212457/nybc212457.pdf
212456|Flaubert, Gustave|Salambo : roman|סאלאמבא : ראמאן|Ṿarshe|Biblioṭeḳ marḳ Raḳoṿsḳi,|1927|448|פלאבער|גוסטאוו|https://archive.org/details/nybc212456|nybc212456|http://www.archive.org/stream/nybc212456|http://www.archive.org/download/nybc212456/nybc212456.pdf
212455|Halperin, F.|Fesṭe ṭriṭ : khresṭomaṭye farn 3ṭn lernyor|פעסטע טריט : כרעסטאמאטיע פארן 3-טן לערניאר|Ṿilne|B. Ḳletsḳin,|1930|255|היילפערין|פ|https://archive.org/details/nybc212455|nybc212455|http://www.archive.org/stream/nybc212455|http://www.archive.org/download/nybc212455/nybc212455.pdf
212454|Fram, David|Lili un bliling : a ṿald-maysele in eyn aḳṭ|לילי און בלילינג : א וואלד-מייסעלע אין איין אקט|Ṿilne|Grininḳe beymelekh,|1936|13|פראם|דוד|https://archive.org/details/nybc212454|nybc212454|http://www.archive.org/stream/nybc212454|http://www.archive.org/download/nybc212454/nybc212454.pdf
212453|Manger, Itzik|Felḳer zingen|פעלקער זינגען|Varshe|Ḥ. Bzshoza,|1936|92|מ@אנגער|איציק|https://archive.org/details/felkerzingen00mang|felkerzingen00mang|http://www.archive.org/stream/felkerzingen00mang|http://www.archive.org/download/felkerzingen00mang/felkerzingen00mang.pdf
212452|Lehmann, Marcus|Der Yudisher minisṭer : inṭeresanṭe ertsehlung fun Yudishen leben in Poylen in akhtsenṭen yohrhunderṭ|דער יודישער מימיסטער : אינטערעסאנטע ערצעהלונג פון יודישען לעבען אין פוילען אין 18-טען יאהרהונדערט|Ṿarsha|Alṭ-Yudish,|1921|175|לעהמאן|מ|https://archive.org/details/nybc212452|nybc212452|http://www.archive.org/stream/nybc212452|http://www.archive.org/download/nybc212452/nybc212452.pdf
212451|Lehmann, Marcus|Rebe Yuzelman.|רבי יוזעלמאן|Ṿarsha|Yudishen Tsayṭungs-ferlag,|1917||לעהמאן|מ|https://archive.org/details/nybc212451|nybc212451|http://www.archive.org/stream/nybc212451|http://www.archive.org/download/nybc212451/nybc212451.pdf
212450|Lehman, Szmil|Arbeyṭ un frayhayṭ : zamlung fun lider ... fun der ""Frayhayṭs-baṿegung"" in tsarishen Rusland|ארבייט און פרייהייט : זאמלונג פון לידער ... פון דער ""פרייהייטס-באוועגונג"" אין צארישען רוסלאנד|Ṿarshe|Folḳlor-biblioṭeḳ,|1921|189|לעהמאן|שמואל|https://archive.org/details/nybc212450|nybc212450|http://www.archive.org/stream/nybc212450|http://www.archive.org/download/nybc212450/nybc212450.pdf
212449|Man, Mendel|Di shṭilḳayṭ monṭ : lider un baladen|די שטילקייט מָאנט : לידער ומ ב@אל@אדן|Lodzsh|Borokhov-Farlag,|1945|38|מאן|מענדל|https://archive.org/details/dishtilkayt00manm|dishtilkayt00manm|http://www.archive.org/stream/dishtilkayt00manm|http://www.archive.org/download/dishtilkayt00manm/dishtilkayt00manm.pdf
212448|Leṿinsḳi, Yitsḥaḳ|Di ḳolonisṭen : a roman fun Ruminyen un Erts Yiśroel|דיא קאלאניסטען : א ראמאן פאן רומיניען אונ ארץ ישראל|Ṿarsha|N. Tseylingold,|1899|100|לעווינסקי|יצחק|https://archive.org/details/nybc212448|nybc212448|http://www.archive.org/stream/nybc212448|http://www.archive.org/download/nybc212448/nybc212448.pdf
212447|Manger, Itzik|Demerung in shpigl : lid un balade|דעמערונג אין שּפיגל : ליד און ב@אל@אדע|Ṿarshe|Biblioṭeḳ fun Yidishn pen-ḳlub,|1937|108|מ@אנגער|איציק|https://archive.org/details/nybc212447|nybc212447|http://www.archive.org/stream/nybc212447|http://www.archive.org/download/nybc212447/nybc212447.pdf
212445|Mastbaum, Joel|Sḳitsen un bilder|סקיצען און בילדער|Ṿarsha|Ṿelṭ-biblioṭeḳ, 672,|1912|75|מאסטבוים|יואל|https://archive.org/details/nybc212445|nybc212445|http://www.archive.org/stream/nybc212445|http://www.archive.org/download/nybc212445/nybc212445.pdf
212443|Cervantes Saavedra, Miguel de|Don Ḳikhoṭ : ḳomedye ; instsenizirṭ durkh di shiler fun ferṭn un finfṭn ḳlas gimnazye fun S. M. Gureṿiṭsh ...|דאן קיכאט : קאמעדיע ; אינסצעניזירט דורך די שילער פון פערטן און פינפטן קלאס גימנאזיע פון ס. מ. גורעוויטש ..|Ṿilne|Grininḳe beymelekh,|1936|16|סערוואנטעס|מיגועל|https://archive.org/details/nybc212443|nybc212443|http://www.archive.org/stream/nybc212443|http://www.archive.org/download/nybc212443/nybc212443.pdf
212398|Nievierov, A.|Ṭashḳenṭ : di broytṭ-shṭoṭ|טאשקענט : די ברויט-שטאט|Mosḳṿe|Aḳtsyen-gezelshafṭ Shul un bukh,|1924|143|ניעוויעראוו|א|https://archive.org/details/nybc212398|nybc212398|http://www.archive.org/stream/nybc212398|http://www.archive.org/download/nybc212398/nybc212398.pdf
212397|Zabludowski, Mordechai.|Geomeṭrye : elemenṭarer ḳurs far der shule un tsum aleynlernen|געאמעטריע : עלעמענטארער קורס פאר שולע און צום אליינלערנען|Byalisṭoḳ|Farlag Ḳulṭur-lige,|1919||זאבלודאווסקי|מרגכי|https://archive.org/details/geometrye00zabl|geometrye00zabl|http://www.archive.org/stream/geometrye00zabl|http://www.archive.org/download/geometrye00zabl/geometrye00zabl.pdf
212436|Spector, Mordecai|Yudishe sṭudenṭen un Yudishe ṭekhṭer : roman|יודושע סטודענטן אונ יודישע טעכטער : ראמאן|Berdiṭshov|M. Epshṭayn, 652,|1892|124|ספעקטאר|מ|https://archive.org/details/nybc212436|nybc212436|http://www.archive.org/stream/nybc212436|http://www.archive.org/download/nybc212436/nybc212436.pdf
212435|Spector, Mordecai|Reb Ṭrayṭel : ertsehlung|רב טרייטעל : ערצעהלונג|Ṿilna|[Romm], 656 [1896]|||ספעקטאר|מ|https://archive.org/details/nybc212435|nybc212435|http://www.archive.org/stream/nybc212435|http://www.archive.org/download/nybc212435/nybc212435.pdf
212437|Slonimsḳi, G.|Der bunṭ oyf der pantser-shif Poṭyomḳin : Rusland oyfn shadṿeg|דער בונט אויפן דער פאנצער-שיף פאטיאמקין : רוסלאנד אויפן שיידוועג|Ṿarshe|Groshn-bilbioṭeḳ,|1930|62|סלאנימסקי|ג|https://archive.org/details/nybc212437|nybc212437|http://www.archive.org/stream/nybc212437|http://www.archive.org/download/nybc212437/nybc212437.pdf
212440|Egit, Jacob|Tsu a nay lebn : tsṿey yor Yidisher yishev in Nidershlezye|צו א ניי לעבן : צוויי יאר יידישער ישוב אין נידערשלעזיע|Ṿrotslaṿ|Farlag ""Nidershlezye"",|1947|82|עגיט|יעקב|https://archive.org/details/tsunaylebn00egit|tsunaylebn00egit|http://www.archive.org/stream/tsunaylebn00egit|http://www.archive.org/download/tsunaylebn00egit/tsunaylebn00egit.pdf
212442|Elset, Jehuda.|Der ṿunder-oytser fun der Yudisher shprakh : folḳsṭimlikhe redensarṭen, glaykhṿerṭlekh un aneḳdoṭen|דער וואונדער-אוצר פון דער יודישער שפראך : פאלקסטימליכע רעדענסארטען, גלייכווערטלעך און אנעקדאטען|Ṿarsha|Y. Elzeṭ,|||עלזעט|יהודה|https://archive.org/details/dervunderoytse00else|dervunderoytse00else|http://www.archive.org/stream/dervunderoytse00else|http://www.archive.org/download/dervunderoytse00else/dervunderoytse00else.pdf
212468|Lifshits, Y.Y.|Unzer bukh : a ler-bukh far Idish|אונזער בוך : א לער-בוך פאר אידיש|Bruḳlin|Merkaz le-inyene ḥinukh : Ḳehot, [1946]|||ליפשיץ|י.י|https://archive.org/details/nybc212468|nybc212468|http://www.archive.org/stream/nybc212468|http://www.archive.org/download/nybc212468/nybc212468.pdf
212467|Lisky, I. A.|For, du ḳleyner Ḳozaḳ! : dertseylung|פאר, דו קליינער קאזאק! : דערציילונג|London|Farlag ""ha-Sefer"",|1942|48|ליסקי|י. א|https://archive.org/details/nybc212467|nybc212467|http://www.archive.org/stream/nybc212467|http://www.archive.org/download/nybc212467/nybc212467.pdf
212466|Greenberg, Uri Zvi|Undzere oy@śye@ś glien : Bay di ṭoyern fun ṭrern shṭeyṭ a Yid in gedenḳshaft|אונדזערע אותיות גליון : ביי די טויערן פון טרערן שטייט א ייד אין געדענקשאפט|Tel-Aviv|[o. fg.],|1978|63|גרינבערג|אורי צבי|https://archive.org/details/nybc212466|nybc212466|http://www.archive.org/stream/nybc212466|http://www.archive.org/download/nybc212466/nybc212466.pdf
212465||Lomir zingen : lider far heym, shul...|לאמיר זינגען : לידער פאר היים, שול ..|[New York]|Aroysgegebn fun bildungs deparṭmenṭ fun Arbeṭer ring,||112|||https://archive.org/details/nybc212465|nybc212465|http://www.archive.org/stream/nybc212465|http://www.archive.org/download/nybc212465/nybc212465.pdf
212464|Trotsky, Leon|Ṭerorizm un reṿolutsye|טעראריזם און רעוואלוציע|[New York]|Farlag fun der Idisher federatsye fun der sotsyalisṭisher parṭey in Ameriḳa, [195-?]||31|טראצקי|לעאן|https://archive.org/details/nybc212464|nybc212464|http://www.archive.org/stream/nybc212464|http://www.archive.org/download/nybc212464/nybc212464.pdf
212463|Lieberman, Ḥayim|Di Idishe religion in der natsional-radiḳaler ertsihung|די אידישע רעליגיָאן אין דער נאציאנאל-ראדיקאלער ערציהונג|Nyu Yorḳ|Maḳs N. Mayzel Yudisher ferlag fir liṭeraṭur un ṿisenshafṭ,|1915|32|ליעבערמאן|ה|https://archive.org/details/nybc212463|nybc212463|http://www.archive.org/stream/nybc212463|http://www.archive.org/download/nybc212463/nybc212463.pdf
212462|Frajman, A.|Ḳaṿḳazer libe : opereṭe in 3 aḳṭen|קאווקאזער ליבע : אפערעאע אין 3 אקטען|Ṿarsha|Ferlag Sh. Goldfarb,|1926|54|פריימאן|א|https://archive.org/details/nybc212462|nybc212462|http://www.archive.org/stream/nybc212462|http://www.archive.org/download/nybc212462/nybc212462.pdf
211698||Der lieder album : a zamlung fun ale Idishe ṭheaṭer lieder, ḳontserṭ lieder, ḳupleṭen un folḳs lieder.|דער ליעדער אלבום : א זאמלונג פון אללע אידישע טהעאטער ליעדער, קאנצערט ליעדער, קופעטלען און פאלקס ליעדער|Nyu-Yorḳ|Hibru Pob. Ḳo., [19-?]||245|||https://archive.org/details/nybc211698|nybc211698|http://www.archive.org/stream/nybc211698|http://www.archive.org/download/nybc211698/nybc211698.pdf
211575|Hofstein, David|Ikh gleyb|איכ גלייב|Mosḳṿe|Der emes,|1944||האפשטיינ|ד|https://archive.org/details/nybc211575|nybc211575|http://www.archive.org/stream/nybc211575|http://www.archive.org/download/nybc211575/nybc211575.pdf
211373|Der Nister|Gedakhṭ|געדאכט|Ḳiyeṿ|Ḳooperaṭiṿer farlag Ḳulṭur-lige,|1929|312|דער ניסטער.||https://archive.org/details/gedakht00dern|gedakht00dern|http://www.archive.org/stream/gedakht00dern|http://www.archive.org/download/gedakht00dern/gedakht00dern.pdf
211321|Shat͡s-Anin, M.|Ḳrizis fun der burzshuazer ḳulṭur|קריזיס פון דער בורזשואזער קולטור|Rige|[o. fg.],|1932|87|שאץ-אנין|מ|https://archive.org/details/nybc211321|nybc211321|http://www.archive.org/stream/nybc211321|http://www.archive.org/download/nybc211321/nybc211321.pdf
212244|Krupskaya, Nadezhda Konstantinovna|Lenin : der redaḳṭer un organizaṭer fun der parṭeyisher prese|לענינ : דער רעדאקטער אונ ארגאניזאטער פונ דער פארטייישער פרעסע|Minsḳ|Melukhe-farlag fun Ṿaysrusland Yidseḳṭer,|1932|28|קרופסקאיא|נ|https://archive.org/details/nybc212244|nybc212244|http://www.archive.org/stream/nybc212244|http://www.archive.org/download/nybc212244/nybc212244.pdf
212223||Sṭalin un Khashim : eyniḳe epizode fun baṭumer unṭererd|סטאלינ אונ כאשימ : אייניקע עפיזאדע פונ באטומער אוטערערד|Mosḳṿe|Emes,|1936|59|||https://archive.org/details/nybc212223|nybc212223|http://www.archive.org/stream/nybc212223|http://www.archive.org/download/nybc212223/nybc212223.pdf
212361||Sotsyal-eḳonomisher shṭeyger ba Yidn in Rusland in nayntsn yorhunderṭ : ḳṿelnbukh fun memuarn in ḳinsṭlerisher liṭeraṭur.|סאציאל-עקאנאמישער שטייגער בא יידן אין רוסלאנד אין XIX י""ר : קוועלנבוך פון מעמוארן אין קינסטלערישער ליטעראטור|Kharḳov|Tsenṭraler farlag far di felḳer fun F.S.S.R.,|1929|403|||https://archive.org/details/nybc212361|nybc212361|http://www.archive.org/stream/nybc212361|http://www.archive.org/download/nybc212361/nybc212361.pdf",,,,,,,,,,,,,,,,,
211375|Zshuḳoṿsḳi,S.|Pruṿn : a zamlung ḳonḳreṭe ḳriṭiḳ|פרווונ : א זאמלונג קאנקרעטע קריטיק|Kharḳoṿ|Melukhe-farlag far di natsionale minderhayṭn in USRR,|1934|229|זשוקאווסקי|ס|https://archive.org/details/nybc211375|nybc211375|http://www.archive.org/stream/nybc211375|http://www.archive.org/download/nybc211375/nybc211375.pdf,,,,,,,,,,,,,,,
211512|Kvitko,Leib|Fayer af di sonim!|פייער אפ די סאנימ!|Mosḳṿe|Melukhe-farlag der emes,|1941|31|קוויטקא|ל|https://archive.org/details/nybc211512|nybc211512|http://www.archive.org/stream/nybc211512|http://www.archive.org/download/nybc211512/nybc211512.pdf,,,,,,,,,,,,,,,
"211514|Schnitzer, S.|Beshṭ : der shefer fun Ḥasidizm in likhṭ fun haynṭiḳer tsayṭ|בעש""ט : דער שעפער םון חסידיזם אין ליכט פון היינטיקער צייט|Ṿarshe|Groshn-biblioṭeḳ,|1935|63|שניצער|ש|https://archive.org/details/nybc211514|nybc211514|http://www.archive.org/stream/nybc211514|http://www.archive.org/download/nybc211514/nybc211514.pdf
211513|Radek, Karl|Porṭreṭn|פארטרעטן|Ṿarshe|Groshn-biblioṭeḳ,|1935||ראדעק|קארל|https://archive.org/details/nybc211513|nybc211513|http://www.archive.org/stream/nybc211513|http://www.archive.org/download/nybc211513/nybc211513.pdf
211361|Har{.tman, M.|Fun ṭron oyf der tliye : Marie Sṭyuarṭ|פון טראן אויף דער תליה : פון טראן אויף דער תליה|Ṿarshe|Groshn-biblioṭeḳ,|1930|63|הארטסמאן|מ|https://archive.org/details/nybc211361|nybc211361|http://www.archive.org/stream/nybc211361|http://www.archive.org/download/nybc211361/nybc211361.pdf
211515|Wolf, Leizer.|Di broyne besṭye : balades un saṭires|די ברוינע בעסטיע : באלאדעס און סאטירעס|Mosḳṿe|Der emes,|1943|88|וואלפ|לייזער|https://archive.org/details/nybc211515|nybc211515|http://www.archive.org/stream/nybc211515|http://www.archive.org/download/nybc211515/nybc211515.pdf
211362|Markish, Peretz|A ṭoyṭ di ḳanibaln! : lider|א טויט די קאניבאלנ! : לידער|Mosḳṿe|Der emes,|1941|63|מארקיש|פערעצ|https://archive.org/details/nybc211362|nybc211362|http://www.archive.org/stream/nybc211362|http://www.archive.org/download/nybc211362/nybc211362.pdf
211582|Strindberg, August|Frayleyn Yulya : a naṭuralisṭishe drama in eyn aḳṭ|פרייליין יוליא : א נאטוראליסטישע דראמא אין איין אקט|Nyu Yorḳ|Mayzel,|1910|59|סטרינדבערג|אויגוסט|https://archive.org/details/nybc211582|nybc211582|http://www.archive.org/stream/nybc211582|http://www.archive.org/download/nybc211582/nybc211582.pdf
211562|Ostrovsky, B.|Idish : khresṭomaṭye farn driṭn un ferṭn lern-yor|אידיש : כרעסטאמאטיע פארן דריטן און פערטן לערן-יאר|N.Y.|Folḳs-shul, c1925.||192|אסטראווסקי|ב|https://archive.org/details/nybc211562|nybc211562|http://www.archive.org/stream/nybc211562|http://www.archive.org/download/nybc211562/nybc211562.pdf
211557|Lurʹe, Noakh|Ba der ofener grub : dertseylungen|בא דער אפענער גרוב : דערציילונגענ|Mosḳṿe|Der emes,|1944|85|לוריע|נויאכ|https://archive.org/details/baderofenergrub00lure|baderofenergrub00lure|http://www.archive.org/stream/baderofenergrub00lure|http://www.archive.org/download/baderofenergrub00lure/baderofenergrub00lure.pdf
203963|Friedman, Fannie.|Lider|לידער|Far-Raḳaṿey [i.e. Far Rockaway, N.Y.]|H. Fridman,|1960|78|פרידמאן|פעני|https://archive.org/details/nybc203963|nybc203963|http://www.archive.org/stream/nybc203963|http://www.archive.org/download/nybc203963/nybc203963.pdf
203964|Froomes, I. K.|Unṭern ḳubaner himl : fartseykhenungen fun a Idishn shnayder|אונטערן קובאנער הימל : פארצייכענונגען פון א אידישן שניידער|Nyu-Yorḳ|Arbeṭer biblyoṭeḳ,|1939|80|פרומעס|י.ק|https://archive.org/details/nybc203964|nybc203964|http://www.archive.org/stream/nybc203964|http://www.archive.org/download/nybc203964/nybc203964.pdf
203965|Fridman, R.|Ibern briḳ : ertsehlung|איבערן בריק : ערצעהלונג|Yerushalayim|Meʼor ha-Galil ; ha-Ḳiryah ha-Ḥasidit : Ḥatsor ha-Gelilit, 740 [1979 or 1980]||132|פרידמן|ר|https://archive.org/details/nybc203965|nybc203965|http://www.archive.org/stream/nybc203965|http://www.archive.org/download/nybc203965/nybc203965.pdf
203901|Fried, Dov|In a shṭurmish lebn|אין א שטורמיש לעבן|Tel-Aviv|[o. fg.], 718 [1958]||240|פריד|דב|https://archive.org/details/nybc203901|nybc203901|http://www.archive.org/stream/nybc203901|http://www.archive.org/download/nybc203901/nybc203901.pdf
204972|Bisko, A. L.|Milon : male ṿe-shalem Yehudi-Ivri|מלון : מלא ושלם יהודי-עברי|Lundun|Y. Groditsḳi, [1917?].||255|ביסקָא|א. ל|https://archive.org/details/nybc204972|nybc204972|http://www.archive.org/stream/nybc204972|http://www.archive.org/download/nybc204972/nybc204972.pdf
211583|Strindberg, August|Far'n ṭoyṭ|פאר'ן טויט|Nyu-Yorḳ|M. Yanḳoṿiṭts, [191-?]|||סטרינבערג|אויגוסט|https://archive.org/details/nybc211583|nybc211583|http://www.archive.org/stream/nybc211583|http://www.archive.org/download/nybc211583/nybc211583.pdf
211587|Fenster, B.|Royṭe ṿinṭn : lider, 1924-1928|רויטע ווינטן : לידער, 1924-1928|Denṿer|Farlag ""Fraynṭ"", c1929.||93|פענסטער|ב|https://archive.org/details/nybc211587|nybc211587|http://www.archive.org/stream/nybc211587|http://www.archive.org/download/nybc211587/nybc211587.pdf
211588|France, Anatole|Der ḳleyner Pyer|דער קליינער פיער|Ṿarshe|Sh. Goldfarb,|1929|316|פראנס|אנאטאל|https://archive.org/details/nybc211588|nybc211588|http://www.archive.org/stream/nybc211588|http://www.archive.org/download/nybc211588/nybc211588.pdf
211589|France, Anatole|Der pingṿinen-inzl|דער פינווינען-אינזל|Ṿarshe|Sh. Goldfarb,|1927|396|פראנס|אנאטאל|https://archive.org/details/nybc211589|nybc211589|http://www.archive.org/stream/nybc211589|http://www.archive.org/download/nybc211589/nybc211589.pdf
203750|France, Anatole|Der ameṭisṭn-ring|דער אמעטיסטן-רינג|Ṿarshe|Sh. Goldfarb,|1928|289|פראנס|אנאטאל|https://archive.org/details/nybc203750|nybc203750|http://www.archive.org/stream/nybc203750|http://www.archive.org/download/nybc203750/nybc203750.pdf
207836|France, Anatole|In shoṭn fun der kirkh : (der ulem fun Marḳ-plats)|אין שאטן פון דער קירך : (דער אולעם פון מארק-פלאץ)|Ṿarshe|Sh. Goldfarb,|1928|228|פראנס|אנאטאל|https://archive.org/details/nybc207836|nybc207836|http://www.archive.org/stream/nybc207836|http://www.archive.org/download/nybc207836/nybc207836.pdf
211164|Friedman-Tansk, Rose.|Tsum zuniḳn ḳṿal|צום זוניקן קוואל|[New York]|[s. n.],|1952|116|פרידמאן-טאנסק|ראוז|https://archive.org/details/nybc211164|nybc211164|http://www.archive.org/stream/nybc211164|http://www.archive.org/download/nybc211164/nybc211164.pdf
